customerID,Contract,tenure,tenure_bucket,PaymentMethod,InternetService,MonthlyCharges,service_count,churn,churn_probability,risk_segment,shap_explanation
5811-IWXYM,One year,52,49-72,Bank transfer (automatic),Fiber optic,101.25,5,0,0.21201576,Middle,"Contract=Month-to-month (-risk, SHAP -0.71); MonthlyCharges (+risk, SHAP +0.46); tenure (-risk, SHAP -0.42)"
6476-YHMGA,Month-to-month,15,13-24,Bank transfer (automatic),DSL,76.5,6,0,0.21169166,Middle,"Contract=Month-to-month (+risk, SHAP +0.47); InternetService=Fiber optic (-risk, SHAP -0.35); TechSupport=No (-risk, SHAP -0.19)"
5438-QMDDL,Month-to-month,19,13-24,Mailed check,DSL,59.8,3,0,0.21141368,Middle,"Contract=Month-to-month (+risk, SHAP +0.48); InternetService=Fiber optic (-risk, SHAP -0.31); tenure (-risk, SHAP -0.26)"
6227-FBDXH,One year,69,49-72,Bank transfer (automatic),Fiber optic,99.5,5,0,0.21136065,Middle,"Contract=Month-to-month (-risk, SHAP -0.72); tenure (-risk, SHAP -0.49); MonthlyCharges (+risk, SHAP +0.43)"
5027-YOCXN,One year,51,49-72,Credit card (automatic),Fiber optic,110.05,7,0,0.21122864,Middle,"MonthlyCharges (+risk, SHAP +0.68); Contract=Month-to-month (-risk, SHAP -0.60); tenure (-risk, SHAP -0.27)"
6211-WHMYA,Month-to-month,64,49-72,Electronic check,DSL,43.85,3,0,0.21113934,Middle,"tenure (-risk, SHAP -0.73); Contract=Month-to-month (+risk, SHAP +0.46); TechSupport=No (-risk, SHAP -0.27)"
6333-YDVLT,One year,65,49-72,Credit card (automatic),Fiber optic,110.0,7,0,0.21113665,Middle,"MonthlyCharges (+risk, SHAP +0.66); Contract=Month-to-month (-risk, SHAP -0.65); tenure (-risk, SHAP -0.48)"
9844-FELAJ,One year,70,49-72,Electronic check,Fiber optic,107.9,7,0,0.21110612,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.54); MonthlyCharges (+risk, SHAP +0.51)"
7989-AWGEH,Month-to-month,49,49-72,Electronic check,DSL,39.2,2,0,0.21098122,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.49); OnlineSecurity=No (-risk, SHAP -0.30)"
0575-CUQOV,One year,60,49-72,Electronic check,Fiber optic,97.95,5,0,0.2107898,Middle,"Contract=Month-to-month (-risk, SHAP -0.73); tenure (-risk, SHAP -0.59); MonthlyCharges (+risk, SHAP +0.34)"
2716-GFZOR,Month-to-month,43,25-48,Credit card (automatic),Fiber optic,86.1,4,0,0.2107534,Middle,"Contract=Month-to-month (+risk, SHAP +0.55); tenure (-risk, SHAP -0.39); OnlineSecurity=No (-risk, SHAP -0.27)"
3780-DDGSE,Month-to-month,35,25-48,Electronic check,DSL,76.05,5,0,0.21055213,Middle,"Contract=Month-to-month (+risk, SHAP +0.45); tenure (-risk, SHAP -0.38); InternetService=Fiber optic (-risk, SHAP -0.30)"
0898-XCGTF,One year,61,49-72,Bank transfer (automatic),Fiber optic,96.5,4,0,0.21044582,Middle,"Contract=Month-to-month (-risk, SHAP -0.72); tenure (-risk, SHAP -0.65); MonthlyCharges (+risk, SHAP +0.34)"
4476-OSWTN,One year,69,49-72,Mailed check,Fiber optic,110.55,7,0,0.21033232,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); MonthlyCharges (+risk, SHAP +0.65); tenure (-risk, SHAP -0.50)"
8920-NAVAY,One year,62,49-72,Bank transfer (automatic),Fiber optic,110.75,7,0,0.21025492,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.57); MonthlyCharges (+risk, SHAP +0.55)"
5481-NTDOH,One year,67,49-72,Credit card (automatic),Fiber optic,107.05,6,0,0.21003352,Middle,"Contract=Month-to-month (-risk, SHAP -0.70); MonthlyCharges (+risk, SHAP +0.60); tenure (-risk, SHAP -0.58)"
4080-OGPJL,Month-to-month,8,7-12,Electronic check,DSL,71.15,5,1,0.21002302,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.32)"
8133-ANHHJ,One year,49,49-72,Bank transfer (automatic),Fiber optic,103.0,7,0,0.20998448,Middle,"Contract=Month-to-month (-risk, SHAP -0.63); MonthlyCharges (+risk, SHAP +0.62); tenure (-risk, SHAP -0.25)"
9489-UTFKA,Month-to-month,8,7-12,Bank transfer (automatic),DSL,60.9,3,0,0.20988785,Middle,"Contract=Month-to-month (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.24)"
3199-NPKCN,One year,67,49-72,Electronic check,Fiber optic,111.25,7,0,0.20967981,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); MonthlyCharges (+risk, SHAP +0.63); tenure (-risk, SHAP -0.53)"
5325-UWTWJ,Month-to-month,31,25-48,Credit card (automatic),Fiber optic,90.55,5,0,0.20967415,Middle,"Contract=Month-to-month (+risk, SHAP +0.55); tenure (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.28)"
3086-RUCRN,Month-to-month,66,49-72,Bank transfer (automatic),Fiber optic,103.1,7,0,0.20961884,Middle,"tenure (-risk, SHAP -0.73); MonthlyCharges (+risk, SHAP +0.47); Contract=Month-to-month (+risk, SHAP +0.45)"
7343-EOBEU,Month-to-month,3,0-6,Mailed check,No,23.6,2,0,0.20930764,Middle,"Contract=Month-to-month (+risk, SHAP +0.59); tenure (+risk, SHAP +0.44); OnlineSecurity=No (-risk, SHAP -0.39)"
5201-FRKKS,Month-to-month,25,25-48,Bank transfer (automatic),Fiber optic,74.3,2,0,0.20918053,Middle,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.28); InternetService=Fiber optic (+risk, SHAP +0.24)"
2560-PPCHE,One year,65,49-72,Bank transfer (automatic),Fiber optic,105.05,6,0,0.20901725,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); tenure (-risk, SHAP -0.56); MonthlyCharges (+risk, SHAP +0.53)"
6854-EXGSF,Month-to-month,8,7-12,Bank transfer (automatic),DSL,65.5,5,0,0.20861879,Middle,"Contract=Month-to-month (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.31)"
6207-WIOLX,Month-to-month,25,25-48,Credit card (automatic),DSL,58.6,5,1,0.20856795,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); InternetService=Fiber optic (-risk, SHAP -0.30); tenure (-risk, SHAP -0.25)"
3893-JRNFS,Month-to-month,68,49-72,Bank transfer (automatic),DSL,39.9,2,0,0.20818202,Middle,"tenure (-risk, SHAP -0.73); Contract=Month-to-month (+risk, SHAP +0.48); InternetService=Fiber optic (-risk, SHAP -0.25)"
0471-LVHGK,One year,41,25-48,Electronic check,DSL,73.0,5,1,0.2080958,Middle,"Contract=Month-to-month (-risk, SHAP -0.76); tenure (-risk, SHAP -0.27); OnlineSecurity=No (+risk, SHAP +0.22)"
6723-WSNTY,One year,66,49-72,Credit card (automatic),Fiber optic,108.1,7,0,0.20800316,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.56); MonthlyCharges (+risk, SHAP +0.54)"
3629-WEAAM,Month-to-month,8,7-12,Mailed check,DSL,64.1,4,0,0.20792834,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); InternetService=Fiber optic (-risk, SHAP -0.37); TechSupport=No (-risk, SHAP -0.19)"
8329-GWVPJ,Month-to-month,50,49-72,Bank transfer (automatic),Fiber optic,69.75,1,0,0.20788153,Middle,"tenure (-risk, SHAP -0.58); Contract=Month-to-month (+risk, SHAP +0.54); TotalCharges (-risk, SHAP -0.22)"
9163-GHAYE,Month-to-month,15,13-24,Electronic check,DSL,48.85,2,0,0.20769955,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.35); PaperlessBilling=No (-risk, SHAP -0.22)"
7909-FIOIY,Month-to-month,19,13-24,Mailed check,DSL,24.85,0,0,0.2069266,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); MonthlyCharges (-risk, SHAP -0.31); InternetService=Fiber optic (-risk, SHAP -0.30)"
1855-CFULU,Month-to-month,4,0-6,Mailed check,No,20.05,1,0,0.20687902,Middle,"Contract=Month-to-month (+risk, SHAP +0.57); OnlineSecurity=No (-risk, SHAP -0.35); tenure (+risk, SHAP +0.33)"
3347-YJZZE,Month-to-month,29,25-48,Credit card (automatic),DSL,80.1,6,0,0.20686558,Middle,"Contract=Month-to-month (+risk, SHAP +0.47); tenure (-risk, SHAP -0.43); InternetService=Fiber optic (-risk, SHAP -0.30)"
4081-DYXAV,One year,19,13-24,Credit card (automatic),DSL,44.85,2,1,0.20668387,Middle,"Contract=Month-to-month (-risk, SHAP -0.74); MonthlyCharges (-risk, SHAP -0.23); OnlineSecurity=No (+risk, SHAP +0.20)"
4608-LCIMN,Month-to-month,8,7-12,Bank transfer (automatic),DSL,44.65,1,0,0.20659108,Middle,"Contract=Month-to-month (+risk, SHAP +0.52); InternetService=Fiber optic (-risk, SHAP -0.36); MonthlyCharges (-risk, SHAP -0.22)"
9139-WQQDY,One year,49,49-72,Mailed check,Fiber optic,100.45,5,1,0.20653981,Middle,"Contract=Month-to-month (-risk, SHAP -0.70); MonthlyCharges (+risk, SHAP +0.45); tenure (-risk, SHAP -0.33)"
5708-EVONK,Month-to-month,58,49-72,Bank transfer (automatic),Fiber optic,93.4,5,1,0.2064471,Middle,"tenure (-risk, SHAP -0.65); Contract=Month-to-month (+risk, SHAP +0.54); OnlineSecurity=No (-risk, SHAP -0.24)"
6097-EQISJ,One year,66,49-72,Credit card (automatic),Fiber optic,102.45,6,1,0.2063491,Middle,"Contract=Month-to-month (-risk, SHAP -0.71); tenure (-risk, SHAP -0.55); MonthlyCharges (+risk, SHAP +0.49)"
0487-RPVUM,Month-to-month,61,49-72,Bank transfer (automatic),Fiber optic,99.4,6,0,0.20621698,Middle,"tenure (-risk, SHAP -0.78); Contract=Month-to-month (+risk, SHAP +0.49); MonthlyCharges (+risk, SHAP +0.39)"
8023-QHAIO,Month-to-month,56,49-72,Bank transfer (automatic),Fiber optic,76.85,3,0,0.20591427,Middle,"tenure (-risk, SHAP -0.70); Contract=Month-to-month (+risk, SHAP +0.52); TechSupport=No (-risk, SHAP -0.25)"
6281-FKEWS,One year,44,25-48,Electronic check,DSL,49.05,3,0,0.20584469,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.34); OnlineSecurity=No (+risk, SHAP +0.22)"
4123-FCVCB,One year,12,7-12,Mailed check,DSL,75.85,5,0,0.20575197,Middle,"Contract=Month-to-month (-risk, SHAP -0.73); OnlineSecurity=No (+risk, SHAP +0.23); TechSupport=No (-risk, SHAP -0.18)"
2153-MREFK,One year,37,25-48,Electronic check,Fiber optic,99.2,6,1,0.20571744,Middle,"Contract=Month-to-month (-risk, SHAP -0.75); MonthlyCharges (+risk, SHAP +0.48); OnlineSecurity=No (-risk, SHAP -0.27)"
6305-YLBMM,One year,69,49-72,Bank transfer (automatic),Fiber optic,104.05,6,1,0.20554285,Middle,"Contract=Month-to-month (-risk, SHAP -0.65); MonthlyCharges (+risk, SHAP +0.54); tenure (-risk, SHAP -0.47)"
1087-UDSIH,Month-to-month,3,0-6,Mailed check,No,19.6,1,1,0.20544136,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.43); OnlineSecurity=No (-risk, SHAP -0.37)"
2959-EEXWB,Month-to-month,45,25-48,Bank transfer (automatic),DSL,50.9,3,0,0.20527652,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.45); InternetService=Fiber optic (-risk, SHAP -0.28)"
8967-SZQAS,Month-to-month,14,13-24,Electronic check,DSL,50.45,2,0,0.20527083,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.35); PaperlessBilling=No (-risk, SHAP -0.22)"
8199-ZLLSA,One year,67,49-72,Bank transfer (automatic),Fiber optic,118.35,8,1,0.20515727,Middle,"MonthlyCharges (+risk, SHAP +0.64); Contract=Month-to-month (-risk, SHAP -0.64); tenure (-risk, SHAP -0.44)"
9103-TCIHJ,Month-to-month,15,13-24,Mailed check,DSL,55.7,3,1,0.20506631,Middle,"Contract=Month-to-month (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.29)"
2586-CWXVV,Month-to-month,54,49-72,Electronic check,DSL,30.4,1,0,0.20492391,Middle,"tenure (-risk, SHAP -0.52); Contract=Month-to-month (+risk, SHAP +0.48); InternetService=Fiber optic (-risk, SHAP -0.26)"
1935-IMVBB,Month-to-month,56,49-72,Mailed check,Fiber optic,89.7,3,0,0.20483696,Middle,"tenure (-risk, SHAP -0.68); Contract=Month-to-month (+risk, SHAP +0.52); TotalCharges (-risk, SHAP -0.25)"
8904-OPDCK,Month-to-month,54,49-72,Bank transfer (automatic),DSL,24.95,0,0,0.20479552,Middle,"tenure (-risk, SHAP -0.60); Contract=Month-to-month (+risk, SHAP +0.50); MonthlyCharges (-risk, SHAP -0.27)"
6959-GQEGV,Month-to-month,45,25-48,Electronic check,DSL,75.95,5,0,0.2047829,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.45); OnlineSecurity=No (-risk, SHAP -0.28)"
5533-RJFTJ,Month-to-month,49,49-72,Bank transfer (automatic),DSL,30.2,1,0,0.20478112,Middle,"tenure (-risk, SHAP -0.54); Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.28)"
2272-UOINI,Month-to-month,7,7-12,Electronic check,DSL,78.5,6,0,0.20471804,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); InternetService=Fiber optic (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.34)"
8985-OOPOS,One year,1,0-6,Credit card (automatic),DSL,74.1,5,0,0.2046793,Middle,"Contract=Month-to-month (-risk, SHAP -0.93); tenure (+risk, SHAP +0.57); TechSupport=No (-risk, SHAP -0.23)"
4282-MSACW,One year,68,49-72,Credit card (automatic),Fiber optic,117.2,8,0,0.204597,Middle,"MonthlyCharges (+risk, SHAP +0.64); Contract=Month-to-month (-risk, SHAP -0.64); tenure (-risk, SHAP -0.44)"
6184-DYUOB,Month-to-month,3,0-6,Mailed check,No,19.6,1,0,0.20448408,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.43); OnlineSecurity=No (-risk, SHAP -0.37)"
0052-DCKON,One year,66,49-72,Bank transfer (automatic),Fiber optic,115.8,8,0,0.20427251,Middle,"MonthlyCharges (+risk, SHAP +0.64); Contract=Month-to-month (-risk, SHAP -0.62); tenure (-risk, SHAP -0.39)"
0786-IVLAW,One year,66,49-72,Bank transfer (automatic),Fiber optic,108.1,6,0,0.2041888,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.51); MonthlyCharges (+risk, SHAP +0.49)"
3413-CSSTH,Month-to-month,41,25-48,Bank transfer (automatic),DSL,55.7,3,0,0.20415772,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.45); InternetService=Fiber optic (-risk, SHAP -0.30)"
1958-RNRKS,Month-to-month,30,25-48,Electronic check,DSL,49.9,2,0,0.20401248,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.46); InternetService=Fiber optic (-risk, SHAP -0.31)"
5542-DHSXL,Month-to-month,4,0-6,Mailed check,DSL,54.7,3,0,0.20390734,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); OnlineSecurity=No (-risk, SHAP -0.33); tenure (+risk, SHAP +0.33)"
8799-OXZMD,Month-to-month,28,25-48,Mailed check,DSL,29.75,1,0,0.20371573,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.44); InternetService=Fiber optic (-risk, SHAP -0.30)"
2898-MRKPI,One year,68,49-72,Credit card (automatic),Fiber optic,101.05,5,0,0.20368977,Middle,"Contract=Month-to-month (-risk, SHAP -0.73); tenure (-risk, SHAP -0.53); MonthlyCharges (+risk, SHAP +0.44)"
0423-UDIJQ,Month-to-month,9,7-12,Mailed check,DSL,49.2,2,0,0.2035647,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.35); TechSupport=No (-risk, SHAP -0.20)"
7241-AJHFS,Month-to-month,32,25-48,Bank transfer (automatic),Fiber optic,87.65,4,0,0.20355356,Middle,"Contract=Month-to-month (+risk, SHAP +0.55); tenure (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.26)"
8189-HBVRW,Month-to-month,53,49-72,Electronic check,Fiber optic,90.8,5,0,0.20327961,Middle,"Contract=Month-to-month (+risk, SHAP +0.53); tenure (-risk, SHAP -0.51); OnlineSecurity=No (-risk, SHAP -0.30)"
4396-KLSEH,Month-to-month,4,0-6,Electronic check,No,19.85,1,0,0.20313406,Middle,"Contract=Month-to-month (+risk, SHAP +0.55); OnlineSecurity=No (-risk, SHAP -0.38); TechSupport=No (-risk, SHAP -0.34)"
1360-XFJMR,One year,67,49-72,Credit card (automatic),Fiber optic,109.7,7,0,0.2030446,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); MonthlyCharges (+risk, SHAP +0.55); tenure (-risk, SHAP -0.53)"
0036-IHMOT,One year,55,49-72,Bank transfer (automatic),Fiber optic,103.7,6,0,0.20299147,Middle,"Contract=Month-to-month (-risk, SHAP -0.62); MonthlyCharges (+risk, SHAP +0.58); tenure (-risk, SHAP -0.44)"
1444-VVSGW,One year,70,49-72,Credit card (automatic),Fiber optic,115.65,8,1,0.20272459,Middle,"MonthlyCharges (+risk, SHAP +0.64); Contract=Month-to-month (-risk, SHAP -0.62); tenure (-risk, SHAP -0.38)"
2284-VFLKH,One year,49,49-72,Credit card (automatic),Fiber optic,99.25,5,0,0.20269777,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); MonthlyCharges (+risk, SHAP +0.47); tenure (-risk, SHAP -0.37)"
4194-WHFCB,Month-to-month,59,49-72,Bank transfer (automatic),Fiber optic,96.65,5,0,0.20263915,Middle,"tenure (-risk, SHAP -0.78); Contract=Month-to-month (+risk, SHAP +0.45); TechSupport=No (-risk, SHAP -0.27)"
6345-HOVES,Month-to-month,34,25-48,Bank transfer (automatic),DSL,25.05,0,0,0.20244378,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.47); InternetService=Fiber optic (-risk, SHAP -0.29)"
9058-HRZSV,Month-to-month,65,49-72,Electronic check,Fiber optic,94.4,5,0,0.20240358,Middle,"tenure (-risk, SHAP -0.69); Contract=Month-to-month (+risk, SHAP +0.49); OnlineSecurity=No (-risk, SHAP -0.27)"
7595-EHCDL,Month-to-month,32,25-48,Credit card (automatic),DSL,50.6,3,0,0.20212208,Middle,"Contract=Month-to-month (+risk, SHAP +0.48); tenure (-risk, SHAP -0.46); InternetService=Fiber optic (-risk, SHAP -0.28)"
3606-SBKRY,One year,31,25-48,Electronic check,DSL,50.05,3,0,0.2018744,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.30); OnlineSecurity=No (+risk, SHAP +0.22)"
1596-OQSPS,Month-to-month,11,7-12,Electronic check,DSL,51.1,2,0,0.20187303,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); InternetService=Fiber optic (-risk, SHAP -0.37); PaperlessBilling=No (-risk, SHAP -0.22)"
8294-UIMBA,One year,30,25-48,Bank transfer (automatic),Fiber optic,94.4,4,0,0.20180357,Middle,"Contract=Month-to-month (-risk, SHAP -0.72); tenure (-risk, SHAP -0.27); MonthlyCharges (+risk, SHAP +0.20)"
1394-SUIUH,Month-to-month,44,25-48,Electronic check,Fiber optic,85.15,4,0,0.20175427,Middle,"Contract=Month-to-month (+risk, SHAP +0.52); tenure (-risk, SHAP -0.43); OnlineSecurity=No (-risk, SHAP -0.29)"
5311-IHLEI,Month-to-month,12,7-12,Bank transfer (automatic),DSL,50.95,4,0,0.20138747,Middle,"Contract=Month-to-month (+risk, SHAP +0.51); InternetService=Fiber optic (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.28)"
2393-DIVAI,Month-to-month,3,0-6,Mailed check,No,20.0,1,0,0.20137452,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.43); OnlineSecurity=No (-risk, SHAP -0.37)"
9896-UYMIE,One year,66,49-72,Bank transfer (automatic),Fiber optic,114.3,8,0,0.20134757,Middle,"MonthlyCharges (+risk, SHAP +0.64); Contract=Month-to-month (-risk, SHAP -0.64); tenure (-risk, SHAP -0.46)"
7078-NVFAM,Month-to-month,32,25-48,Electronic check,DSL,35.15,2,0,0.20128587,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.38); OnlineSecurity=No (-risk, SHAP -0.30)"
9881-VCZEP,Month-to-month,25,25-48,Electronic check,DSL,54.1,3,0,0.20124465,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.32); InternetService=Fiber optic (-risk, SHAP -0.31)"
2676-OXPPQ,Month-to-month,6,0-6,Bank transfer (automatic),DSL,55.7,3,0,0.20121855,Middle,"Contract=Month-to-month (+risk, SHAP +0.54); InternetService=Fiber optic (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.33)"
8992-VONJD,Month-to-month,13,13-24,Electronic check,DSL,56.0,3,0,0.20092079,Middle,"Contract=Month-to-month (+risk, SHAP +0.51); InternetService=Fiber optic (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.30)"
1356-MKYSK,Month-to-month,6,0-6,Credit card (automatic),DSL,78.65,6,0,0.20091976,Middle,"Contract=Month-to-month (+risk, SHAP +0.51); InternetService=Fiber optic (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.32)"
4323-OHFOW,One year,70,49-72,Bank transfer (automatic),Fiber optic,105.55,6,0,0.20091277,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.59); MonthlyCharges (+risk, SHAP +0.53)"
5966-EMAZU,One year,64,49-72,Mailed check,Fiber optic,108.5,7,0,0.20088401,Middle,"MonthlyCharges (+risk, SHAP +0.67); Contract=Month-to-month (-risk, SHAP -0.65); tenure (-risk, SHAP -0.53)"
1020-JPQOW,Month-to-month,56,49-72,Electronic check,Fiber optic,90.55,5,0,0.20052369,Middle,"tenure (-risk, SHAP -0.65); Contract=Month-to-month (+risk, SHAP +0.50); TechSupport=No (-risk, SHAP -0.25)"
7880-XSOJX,Month-to-month,4,0-6,Mailed check,DSL,42.4,3,0,0.20043702,Middle,"Contract=Month-to-month (+risk, SHAP +0.56); OnlineSecurity=No (-risk, SHAP -0.35); tenure (+risk, SHAP +0.35)"
5066-GFJMM,Month-to-month,3,0-6,Mailed check,No,19.9,1,0,0.20043138,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.43); OnlineSecurity=No (-risk, SHAP -0.37)"
9481-IEBZY,Month-to-month,72,49-72,Credit card (automatic),Fiber optic,112.9,8,0,0.20029788,Middle,"tenure (-risk, SHAP -1.09); Contract=Month-to-month (+risk, SHAP +0.47); MonthlyCharges (+risk, SHAP +0.45)"
2692-AQCPF,One year,65,49-72,Credit card (automatic),Fiber optic,108.05,7,0,0.20028643,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); MonthlyCharges (+risk, SHAP +0.55); tenure (-risk, SHAP -0.55)"
4291-HYEBC,One year,28,25-48,Electronic check,DSL,39.1,2,0,0.20025647,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); OnlineSecurity=No (+risk, SHAP +0.22); tenure (-risk, SHAP -0.21)"
3701-SFMUH,Month-to-month,7,7-12,Credit card (automatic),DSL,69.7,4,0,0.20019883,Middle,"Contract=Month-to-month (+risk, SHAP +0.52); InternetService=Fiber optic (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.28)"
1470-PSXNM,One year,49,49-72,Electronic check,Fiber optic,93.65,5,0,0.20001946,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); tenure (-risk, SHAP -0.34); PaymentMethod=Electronic check (+risk, SHAP +0.25)"
6743-HHQPF,Month-to-month,42,25-48,Credit card (automatic),DSL,25.1,0,0,0.19976927,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.46); MonthlyCharges (-risk, SHAP -0.30)"
6633-SYEUS,Month-to-month,23,13-24,Bank transfer (automatic),Fiber optic,83.2,4,0,0.19971775,Middle,"Contract=Month-to-month (+risk, SHAP +0.54); tenure (-risk, SHAP -0.39); InternetService=Fiber optic (+risk, SHAP +0.23)"
0795-GMVQO,One year,67,49-72,Credit card (automatic),Fiber optic,109.9,7,0,0.19960345,Middle,"Contract=Month-to-month (-risk, SHAP -0.66); MonthlyCharges (+risk, SHAP +0.60); tenure (-risk, SHAP -0.40)"
0668-OGMHD,Month-to-month,21,13-24,Electronic check,DSL,28.5,1,0,0.19952911,Middle,"Contract=Month-to-month (+risk, SHAP +0.51); MonthlyCharges (-risk, SHAP -0.30); InternetService=Fiber optic (-risk, SHAP -0.29)"
8095-WANWK,Month-to-month,10,7-12,Mailed check,DSL,45.25,1,0,0.19952548,Middle,"Contract=Month-to-month (+risk, SHAP +0.52); InternetService=Fiber optic (-risk, SHAP -0.36); MonthlyCharges (-risk, SHAP -0.18)"
7016-BPGEU,Month-to-month,29,25-48,Credit card (automatic),DSL,25.1,0,1,0.19939676,Middle,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.45); InternetService=Fiber optic (-risk, SHAP -0.30)"
9426-SXNHE,Month-to-month,2,0-6,Bank transfer (automatic),No,18.75,1,0,0.19929178,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.49); OnlineSecurity=No (-risk, SHAP -0.36)"
3345-JHUEO,Month-to-month,4,0-6,Electronic check,No,20.2,1,0,0.19910146,Middle,"Contract=Month-to-month (+risk, SHAP +0.55); OnlineSecurity=No (-risk, SHAP -0.38); TechSupport=No (-risk, SHAP -0.34)"
2303-PJYHN,Month-to-month,2,0-6,Bank transfer (automatic),No,19.85,1,0,0.19884215,Middle,"Contract=Month-to-month (+risk, SHAP +0.58); tenure (+risk, SHAP +0.49); OnlineSecurity=No (-risk, SHAP -0.36)"
5482-NUPNA,Month-to-month,4,0-6,Mailed check,DSL,60.4,4,1,0.19863309,Middle,"Contract=Month-to-month (+risk, SHAP +0.56); tenure (+risk, SHAP +0.34); OnlineSecurity=No (-risk, SHAP -0.34)"
6270-OMFIW,One year,60,49-72,Electronic check,Fiber optic,94.4,4,1,0.19861133,Middle,"Contract=Month-to-month (-risk, SHAP -0.73); tenure (-risk, SHAP -0.53); OnlineSecurity=No (+risk, SHAP +0.20)"
2748-MYRVK,One year,63,49-72,Bank transfer (automatic),Fiber optic,99.9,5,1,0.1985264,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.56); MonthlyCharges (+risk, SHAP +0.45)"
7869-ZYDST,Month-to-month,31,25-48,Credit card (automatic),DSL,59.05,3,0,0.19847567,Middle,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.47); InternetService=Fiber optic (-risk, SHAP -0.30)"
